,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Time,Species 
2811,28-Jun-1992,1992.0,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,Fatal,Y,14h30,Bull shark or lemon shark
2812,19-Jun-1992,1992.0,Unprovoked,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,Survived,N,,
2813,17-Jun-1992,1992.0,Watercraft,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing to fish for jack-mackerel,M,Survived,N,12h30,"White shark, identification by K. Nakaya"
2814,Jun-1992,1992.0,Unprovoked,REUNION,Saint-Paul,,Diving,M,Survived,N,,Mako shark
2816,22-May-1992,1992.0,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,Fatal,Y,14h00,"Tiger shark, 3 m to 4 m [10' to 13'] "
2817,May 1992,1992.0,Unprovoked,MEXICO,Mexico / Caribbean Sea,Isla Mujeres,Scuba diving & filming,M,Survived,N,,
2818,24-Apr-1992,1992.0,Unprovoked,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,Survived,N,15h30,"4 m [13'], 590-kg white shark"
2819,09-Apr-1992,1992.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,Survived,N,13h20,>2 m shark
2820,28-Mar-1992,1992.0,Unprovoked,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",F,Survived,N,>06h45,Tiger shark
2821,10-Mar-1992,1992.0,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,Survived,N,,"Bronze whaler shark, 3 m"
2822,08-Mar-1992,1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Hookah diving for pen shells ,M,Fatal,Y,15h20,"5 m [16.5'] white shark, identification by K. Nakaya"
2823,08-Mar-1992,1992.0,Watercraft,JAPAN,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ","Fishing for yellowtail, Seriola quinqueradiata",F,No Injury,N,10h15,
2824,08-Mar-1992,1992.0,Unprovoked,USA,Oregon,"Winchester Bay, Douglas County",Surfing (sitting on his board),M,Survived,N,09h45,Said to involve a 6 m to 7 m [20' to 23'] white shark
2825,19-Feb-1992,1992.0,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,Fatal,Y,Late afternoon,Tiger shark?
2826,14-Feb-1992,1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Diving for pen shells,M,No Injury,N,10h00,5 m [16.5'] shark
2828,29-Jan-1992,1992.0,Unprovoked,REUNION,La Saline-les-Bains,Revine-3-Bassins,Spearfishing,M,Survived,N,16h30,1.8 m grey shark
2829,29-Jan-1992,1992.0,Unprovoked,AUSTRALIA,New South Wales,Tweed Heads,Boogie boarding,M,Survived,N,20h00,"Bronze whaler shark, 2.3 m [7.5'] "
2830,23-Jan-1992,1992.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming ,M,Survived,N,17h30,"Zambesi shark, 1.7 m [5.5'] "
2831,08-Jan-1992,1992.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,Survived,N,17h15,Possibly a 1.5 m [5'] blacktip shark
2832,06-Jan-1992,1992.0,Unprovoked,MAURITIUS,,Mahebourg,Fishing,M,Survived,N,,Grey reef shark
2833,03-Jan-1992,1992.0,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,,M,Survived,N,,
2835,1992,1992.0,Unprovoked,FIJI,Tavenui,,,M,Fatal,Y,,
2836,04-Dec-1991,1991.0,Unprovoked,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,M,No Injury,N,15h06,6 m [20'] white shark
2837,26-Nov-1991,1991.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,Fatal,Y,09h00,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
2838,26-Nov-1991,1991.0,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,Survived,N,09h00,"Tiger shark, 2.4 m 3.4 m [8' to 11']  "
2839,19-Nov-1991,1991.0,Unprovoked,USA,Hawaii,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",M,Survived,Y,16h30,"Tiger shark, 3.7 m [12'] "
2840,14-Nov-1991,1991.0,Provoked,USA,Florida,Near Port Canaveral Coast Guard Base,Fishing,M,Survived,N,12h54,2.4 m [8'] shark
2841,Nov-1991,1991.0,Unprovoked,AUSTRALIA,Western Australia,"Backbeach, Halls Head",Boogie boarding,M,Survived,N,,"""small shark"""
2842,12-Oct-1991,1991.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Survived,N,08h30,1.8 m [6'] shark
2843,05-Oct-1991,1991.0,Unprovoked,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,M,Survived,N,07h30,5 m to 6 m [16.5' to 20'] white shark
2845,08-Sep-1991,1991.0,Unprovoked,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,M,Fatal,Y,15h00,4 m [13'] white shark
2846,30-Aug-1991,1991.0,Provoked,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,M,Survived,N,Afternoon,"3 m [10'], 270- kg [595-lb] shark"
2847,26-Aug-1991,1991.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,Survived,N,13h30,sand shark
2848,12-Aug-1991,1991.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Wading,F,Survived,N,16h35,3' shark
2849,09-Aug-1991,1991.0,Provoked,USA,Florida,Florida Bay,Fishing,M,Survived,N,,"Lemon shark, 30-lb "
2850,30-Jul-1991,1991.0,Watercraft,ITALY,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,F,Survived,N,15h30,4 m [13'] white shark
2851,27-Jul-1991,1991.0,Unprovoked,USA,Florida,"John Pennekamp Marine Park, Monroe County",Snorkeling,M,Survived,N,,"2.1 m [7'], 140-lb reef shark"
2852,18-Jul-1991,1991.0,Unprovoked,USA,Florida,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,M,Survived,N,,1.8 m [6'] blacktip shark
2853,17-Jul-1991,1991.0,Questionable,USA,,,Fishing,M,Survived,N,,Shark involvement unconfirmed
2854,07-Jul-1991,1991.0,Unprovoked,USA,Florida,"South Miami Beach, Dade County",Swimming,M,Survived,N,18h45,
2855,01-Jul-1991,1991.0,Unprovoked,REUNION,L'Etang-Salé,"Ravine des Sables, Saint Leu",Surfing,M,Survived,N,17h30,"Tiger shark, 3 to 4 m [10' to 13'] "
2856,01-Jul-1991,1991.0,Unprovoked,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,Survived,N,09h30,5 m [16.5'] white shark
2857,July 1991,1991.0,Unprovoked,USA,Virginia,"Croatan Beach, Virginia Beach, ",Boogie boarding,M,Survived,N,,Shark involvement not confirmed
2858,29-Jun-1991,1991.0,Unprovoked,HONG KONG,,"Basalt Island, 9km from Silverstrand",,M,Fatal,Y,,
2859,28-Jun-1991,1991.0,Unprovoked,HONG KONG,Kowloon Peninsula,Sai Kung,Fishing,M,Fatal,Y,,
2860,26-Jun-1991,1991.0,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,Survived,N,17h30,
2861,07-Jun-1991,1991.0,Unprovoked,USA,Florida,"Tampa Bay, Hillsborough County",Swimming behind sailboat,M,Survived,N,11h30,2.7 m [9'] bull or lemon shark
2862,07-Jun-1991,1991.0,Unprovoked,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau ",Swimming ,F,Survived,Y,Between 06h00 & 07h20,"Tiger shark, >3 m [10']"
2863,26-May-1991,1991.0,Unprovoked,USA,Hawaii,"Ma'ili Beach, O'ahu",Sitting on surfboard,M,Survived,N,16h45,2.4 m [8'] shark
2864,19-May-1991,1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Gordon’s Bay,Scuba diving,M,No Injury,N,13h00,"3.5 m [11.5'] female white shark named ""Notchfin"""
2865,24-Apr-1991,1991.0,Provoked,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",Fishing,M,Survived,N,Afternoon,"170-kg, 2.8 m shark"
2866,16-Apr-1991,1991.0,Provoked,USA,Maryland,Baltimore Aquarium,Diving,M,Survived,N,09h55,7' female shark
2867,16-Apr-1991,1991.0,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County","Surfing, collided with shark",M,Survived,N,11h00,1.2 m to 1.5 m [4' to 5'] shark
2868,03-Apr-1991,1991.0,Unprovoked,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,M,Survived,N,17h30,"""Shark had a very large girth"""
2869,03-Mar-1991,1991.0,Unprovoked,AUSTRALIA,New South Wales,Bass Point,Scuba diving,M,Survived,N,,"Grey nurse shark, 2 m"
2870,24-Feb-1991,1991.0,Unprovoked,USA,Oregon,"Neskowin, Tillamook County",Surfing,M,Survived,N,09h30,5.5 m [18'] white shark
2871,12-Feb-1991,1991.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Miller’s Point,Spearfishing,M,Survived,N,12h30,5.5 m [18'] white shark
2872,19-Jan-1991,1991.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,Survived,N,08h10,
2873,09-Jan-1991,1991.0,Unprovoked,AUSTRALIA,Western Australia,Scarborough,Surf-skiing,M,No Injury,N,,4 m shark
2874,Jan-1991,1991.0,Unprovoked,AUSTRALIA,Queensland,Pelican Banks near Gladstone,Surfing (or sailboarding),M,Survived,N,,2 m shark
2876,28-Nov-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Nerang River,Swimming ,M,Survived,N,,1.5 m shark
2877,03-Nov-1990,1990.0,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Scuba diving (but on surface),F,Survived,N,15h00,4 m to 5 m [13' to 16.5'] white shark
2878,01-Nov-1990,1990.0,Unprovoked,USA,Florida,"Spanish River Park Beach, Palm Beach County",Surfing,M,Survived,N,09h30,5' shark
2879,30-Oct-1990,1990.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,Survived,N,16h55,1.8 m [6'] shark 
2880,30-Oct-1990,1990.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,Survived,N,15h30,
2881,27-Oct-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,Survived,N,20h30,
2882,25-Oct-1990,1990.0,Unprovoked,AUSTRALIA,South Australia,Goolwa Beach,Surfing,M,Survived,N,10h30,
2883,20-Oct-1990,1990.0,Unprovoked,USA,Florida,"North end of County Beach, Palm Beach County",Surfing,M,Survived,N,16h00,4' spinner shark
2884,15-Oct-1990,1990.0,Unprovoked,USA,Hawaii,"Hanalei Point, Kaua'i",Surfing,M,Survived,N,15h00,"Tiger shark, 3.7 m [12'] "
2885,12-Oct-1990,1990.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,Survived,N,12h30,1.8 m to 2.4 m [6' to 8'] shark
2886,15-Sep-1990,1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Oudekraal,Spearfishing,M,Survived,N,13h20,5 m  [16.5'] white shark
2887,08-Sep-1990,1990.0,Unprovoked,USA,California,"Russian Gulch, Jenner, Sonoma County","Free diving / spearfishing, from paddleboard & floating on the surface",M,Survived,N,13h00,White shark
2888,05-Sep-1990,1990.0,Watercraft,USA,California,"Trinidad State Beach, Humboldt County",Kayaking,M,No Injury,N,17h00,2.5 m to 3 m [8.25' to 10']  white shark
2890,28-Aug-1990,1990.0,Unprovoked,USA,California,"Trinidad Head, Humboldt County",Surfing,M,Survived,N,16h50,5 m to 6 m [16.5' to 20'] white shark
2891,19-Aug-1990,1990.0,Unprovoked,USA,Texas,"Mustang Island, Nueces County",Surfing,M,Survived,N,,
2892,19-Aug-1990,1990.0,Unprovoked,USA,Texas,"Near Port Aransas, Nueces County",Wade fishing,M,Survived,N,13h30,
2893,05-Aug-1990,1990.0,Provoked,BAHAMAS,,,Fishing,M,Survived,N,,
2894,22-Jul-1990,1990.0,Unprovoked,USA,Texas,"Mustang Island State Park, Nueces County",Wading,F,Survived,N,Evening,
2895,08-Jul-1990,1990.0,Unprovoked,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Surfing,M,Survived,N,,
2896,24-Jun-1990,1990.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Scuba diving (but on surface),F,Fatal,Y,15h45,"4.5 m [14'9""] white shark"
2897,23-Jun-1990,1990.0,Unprovoked,BAHAMAS,,Bimini,Spearfishing,M,Survived,N,14h30,1.2 m to 1.5 m [4' to 5'] shark
2898,13-May-1990,1990.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Protea Reef,Fishing,M,No Injury,N,,"6 m, 600-kg shark"
2899,10-May-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Snorkeling,F,Survived,N,,2 m hammerhead
2900,10-May-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,"Snorkeling, possibly holding a fish",M,Survived,N,,2 m hammerhead
2901,06-May-1990,1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cintsa East,Resting on surfboard,M,Survived,N,12h00,"5.5 m [18'] white shark, identified by witnesses & tooth marks"
2902,14-Apr-1990,1990.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Lying on surfboard & paddling,M,Survived,N,14h00,"2.3 m [7.5'] white shark, identified by M. Smale"
2903,09-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,Surfing,M,Survived,N,05h40,"Tiger shark, 3 m "
2904,08-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,"Dingo Reef, 80 nm off Townsville",Free diving for trochus,M,Survived,Y,,
2905,07-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,No Injury,N,,3 m shark
2906,06-Apr-1990,1990.0,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,No Injury,N,,3 m shark
2907,01-Apr-1990,1990.0,Unprovoked,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",Sitting on surfboard,M,Survived,N,<07h30,
2908,  24-Mar-1990,1990.0,Unprovoked,FIJI,Laucala Island,,Swimming,M,Survived,N,,
2909,05-Mar-1990,1990.0,Unprovoked,REUNION,Sainte-Marie,Baie de la Mare,Surfing,M,Survived,N,17h45,3 m [10'] bull shark
2910,17-Feb-1990,1990.0,Unprovoked,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Scuba diving & spearfishing,M,Survived,Y,21h30,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL
2911,05-Feb-1990,1990.0,Unprovoked,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,M,Survived,N,,
2912,12-Jan-1990,1990.0,Unprovoked,USA,California,"Montera Beach, San Mateo County",Surfing (sitting on his board),M,No Injury,N,,3 m to 4 m [10' to 13'] white shark
2914,19-Dec-1989,1989.0,Provoked,USA,Hawaii,"90 miles east of Hilo, Hawai'i",On board 51' fishing vessel One Ki,M,Survived,N,,
2917,22-Nov-1989,1989.0,Unprovoked,AUSTRALIA,Victoria,Kilcunda,Surfing,M,Survived,N,,White shark
2918,18-Nov-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Free diving & spearfishing,M,Fatal,Y,12h05,White shark
2920,02-Nov-1989,1989.0,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming in canal,M,Survived,N,,"2 m shark, possibly a bronze whaler"
2921,Reported 29-Oct-1989,1989.0,Unprovoked,AUSTRALIA,Northern Territory,Edith Falls,Swimming,F,Survived,N,,
2922,22-Oct-1989,1989.0,Unprovoked,AUSTRALIA,Tasmania,Shelly Point ,Surfing,M,No Injury,N,14h20,2.7 m [9'] white shark
2924,11-Oct-1989,1989.0,Unprovoked,USA,Texas,Surfside Beach,Surfing,M,Survived,N,Evening,4' shark
2927,17-Sep-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",Free diving,M,Survived,N,14h30,"White shark, identified by tooth pattern"
2928,13-Sep-1989,1989.0,Provoked,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",M,Survived,N,Afternoon,150-lb shark
2929,10-Sep-1989,1989.0,Watercraft,USA,California,"Off Palos Verdes Estates, Los Angeles",Observing a shark feeding on a carcass of a humpback whale,M,No Injury,N,,4 to 5 m white shark
2930,09-Sep-1989,1989.0,Unprovoked,USA,California,"Southeast Farallon Island, Farallon Islands",Hookah diving for abalone (descending),M,Survived,N,12h30,4 m to 5 m [13' to 16.5']  white shark
2931,09-Sep-1989,1989.0,Unprovoked,USA,North Carolina,"Salvo, Dare County",Surfing,M,Survived,N,,Sandbar shark
2932,03-Sep-1989,1989.0,Provoked,USA,California,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,M,Survived,N,,Blue Shark 
2933,29-Aug-1989,1989.0,Provoked,AUSTRALIA,Queensland,SeaWorld Theme Park,Feeding fish,M,Survived,N,Afternoon,Grey nurse shark
2934,22-Aug-1989,1989.0,Unprovoked,USA,Florida,"St Augustine, St Johns County",Swimming,M,Survived,N,,1.2 m [4'] shark
2935,22-Aug-1989,1989.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,Survived,N,10h45,>3.4 m [11'] white shark
2936,13-Aug-1989,1989.0,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,No Injury,N,06h30,"Bronze whaler shark, 3 m [10'] "
2937,09-Aug-1989,1989.0,Unprovoked,BAHAMAS,Great Exuma Island,Highborn Cay,Spearfishing,F,Survived,N,,
2938,Reported    06-Aug-1989,1989.0,Provoked,AUSTRALIA,Queensland,Moreton Bay,Fishing for sharks,M,Survived,N,,3.5 m white shark
2940,20-Jul-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,Survived,N,10h35,2.5 m [8.25'] white shark
2941,19-Jul-1989,1989.0,Unprovoked,REUNION,Sainte-Suzanne,Temple Tamoule,Surfing,M,Fatal,Y,17h00 Sunset,
2942,14-Jul-1989,1989.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,Survived,N,Afternoon,
2943,07-Jul-1989,1989.0,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Playing ,F,Survived,N,,4' shark
2944,29-Jun-1989,1989.0,Unprovoked,USA,Hawaii,"Anahola, Kaua'i",Fell off surfboard 20' from shore,M,Survived,N,,
2945,17-Jun-1989,1989.0,Unprovoked,USA,Louisiana,40 miles off Cocodrie,Spearfishing,M,Survived,N,,1.8 m [6'] sandtiger shark
2946,06-Jun-1989,1989.0,Unprovoked,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",Windsurfing (urinating on his board),M,Survived,N,15h30,3 m [10'] white shark
2947,05-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,No Injury,N,16h15,3 m [10'] white shark
2948,03-Jun-1989,1989.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,Free diving,M,Survived,N,15h30,2.5 m [8.25'] white shark
2950,23-Apr-1989,1989.0,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,Survived,N,,1.2 m [4'] shark
2951,12-Apr-1989,1989.0,Unprovoked,USA,Washington,"Pacific Beach, Grays Harbor County",Surfing (lying prone on his board),M,Survived,N,10h45,White shark
2952,09-Apr-1989,1989.0,Watercraft,USA,California,"Monterey Bay, Monterey County",,M,No Injury,N,10h35,5 m to 7 m white shark
2953,03-Apr-1989,1989.0,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Paddling on surfboard,M,Survived,N,,
2954,Apr-1989,1989.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kaua'i",Paddling on surfboard,M,Survived,N,,
2955,09-Mar-1989,1989.0,Unprovoked,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,M,Survived,Y,20h15,2 m [6.75'] white shark
2956,04-Mar-1989,1989.0,Watercraft,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,Kayaking,M,No Injury,N,,"Tiger shark, 3.5 m "
2957,19-Feb-1989,1989.0,Provoked,SOUTH AFRICA,Western Cape Province,,Fishing,M,Survived,N,,3 m [10'] gaffed shark
2958,15-Feb-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Windsurfing,M,Survived,N,13h30,
2959,02-Feb-1989,1989.0,Unprovoked,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",M,Fatal,Y,10h25,6 m [20'] white shark
2961,26-Jan-1989,1989.0,Unprovoked,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,F,Fatal,Y,10h15,5 m [16.5'] white shark
2962,20-Jan-1989,1989.0,Unprovoked,USA,Hawaii,"Waialua Beach, Moloka'i",Body boarding,M,Survived,N,,1.8 m to 2.4 m [6' to 8'] hammerhead shark
2963,20-Jan-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Lifesaving drill,M,Survived,N,18h00,
2964,08-Jan-1989,1989.0,Unprovoked,USA,Hawaii,"Wailua, Kaua'i",Swimming in strong current with 3 others when he disappeared,M,Survived,Y,,
2965,03-Jan-1989,1989.0,Unprovoked,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",Surfing with dolphins,M,Survived,N,17h15,"Tiger shark, 4 m [13'] "
2966,1989,1989.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,"Scuba diving, hand feeding sharks",F,Survived,N,,7' silvertip shark
2967,1989,1989.0,Unprovoked,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",Spearfishing using scuba & trailing a string of bleeding fish,M,No Injury,N,,
2968,15-Dec-1988,1988.0,Unprovoked,CHILE,Valpariso Province,Valpariso,Skindiving,M,Fatal,Y,,16' white shark
2969,08-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,Fatal,Y,Early morning,
2970,07-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,Fatal,Y,Nightfall,
2971,24-Oct-1988,1988.0,Sea Disaster,PHILIPPINES,Viscayan Sea,,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,F,Survived,Y,,
2972,23-Oct-1988,1988.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),M,Survived,N,17h30,5.5 m to 6 m [18' to 20']  white shark
2973,22-Oct-1988,1988.0,Unprovoked,AUSTRALIA,Victoria,Phillip Island,Surfing,M,Survived,N,,7' shark
2974,14-Oct-1988,1988.0,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Surfing,M,Survived,N,,6' shark
2975,11-Oct-1988,1988.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County ",Surfing,M,Survived,N,X,1.2 m to 1.5 m [4' to 5'] shark
2976,10-Oct-1988,1988.0,Unprovoked,USA,Florida,"Playalinda, Brevard County",Surfing,M,Survived,N,18h30,1.2 m to 1.5 m [4' to 5'] shark
2977,06-Oct-1988,1988.0,Unprovoked,AUSTRALIA,South Australia,Moama Beach,Surfing,M,Survived,N,Afternoon,
2978,Oct-1988,1988.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,F,Survived,N,,1.2 m [4'] shark
2979,28-Sep-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,Afternoon,5' shark
2980,13-Sep-1988,1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Walking,F,Survived,N,15h45,1.8 m [6'] shark
2981,13-Sep-1988,1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Snorkeling,M,Fatal,Y,15h00,3 m [10'] bull shark
2982,22-Aug-1988,1988.0,Provoked,USA,Louisiana,New Orleans,Diving in Sharkey's Reef restaurant’s aquarium,M,Survived,N,,"Tiger shark, 1.8 m [6']"
2983,22-Aug-1988,1988.0,Unprovoked,ITALY,Manfredonia ,Ippocampo,,M,Survived,N,,
2984,19-Aug-1988,1988.0,Unprovoked,JAPAN,Tokyo Prefecture,Ogasawara Islands,,M,Survived,N,,
2985,11-Aug-1988,1988.0,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,Survived,N,09h30,2.4 m to 3 m [8' to 10'] white shark
2986,23-Jul-1988,1988.0,Unprovoked,BAHAMAS,,,Free diving & spearfishing ,M,Survived,N,,2 m to 2.5 m shark
2987,19-Jul-1988,1988.0,Unprovoked,BAHAMAS,,,Spearfishing on scuba,M,Survived,N,,1.5 m [5'] Caribbean reef shark
2988,17-Jul-1988,1988.0,Unprovoked,BAHAMAS,,,Diving,M,Survived,N,,1.5 m [5'] Caribbean reef shark
2989,11-Jul-1988,1988.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,F,Survived,N,10h30,
2990,04-Jul-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,Survived,N,Afternoon,
